,processed,label
547,bout mute word coronavirus guy fuckin annoy,neg
548,europe ill prepare face worsen coronavirus outbreak shortage equipment include protective,neg
549,lebron james play let fan attend game due ceng news,neg
550,corona virus get fuck,neg
551,coronavirus impeachment scam country ive american make shit,neg
552,childrens clinic suspends walkin patient due coronavirus,neg
553,seattle time paywall updates scroll following dick drivein ask custom,neg
554,coronavirus hoax democrat use take trump,neg
555,coronavirus spread one study predict even bestcase scenario million dead trill,neg
556,beyond sick hear damn corona virus wash hand stay home shut,neg
557,base assumption person infect coronavirus infects mean people average period,neg
558,empire city casino racetrack close man die,neg
559,thats mean club amp wherever theyve possibly expose coronavirus,neg
560,state grey map show coronavirus also authoritarian government perhaps,neg
561,trump penny cpac conference new coronavirus victim white house say trumps physician secret ser,neg
562,indeed arent even aware coronaviruss placement fifth wave sad,neg
563,despite effort company stop false information coronavirus proliferate arou,neg
564,people trap hotel use coronavirus quarantine facility chinese city,neg
565,every problem silver lining quarantine democrat coronavirus half bad simple,neg
566,know coronavirus news coverage get people act little crazybut way yall buy,neg
567,another frighten thread italy time doctor,neg
568,recession risk intensifies crude crash amp coronavirus fester,neg
569,corona virus come country case foundguys stay careful,neg
570,sixth case coronavirus mexico delicate stable conditionhealth,neg
571,youre medical condition would travel news coronavirus least month,neg
572,corona virus touch oakland macomb county,neg
573,jeopardy wheel fortune tape without audience due coronavirus,neg
574,italy box office suffers disastrous weekend government close cinema combat coronavirus,neg
575,random question grandma pass corona virus health news receive,neg
576,taxpayer pay money could towards contain coronavirus god hate,neg
577,fear afl may play closed game due coronavirus mass gathering suns giant game ahead plan,neg
578,hate medium come disease public crisis genuinely dont know scared suppose corona virus,neg
579,sxsw get cancel due coronavirus wonder coachella still happen large music festival,neg
580,suspends flight tofrom due outbreak read,neg
581,metro absolute shit show usual virus would eat coronavirus breakfast,neg
582,stock photo wood green london march covid government information electronic,neg
583,chinese couple divorce record number stick home together due coronavirus,neg
584,key word president trump dispute whos coronavirus fatality rate really false number,neg
585,risk get people talk ear coronavirus,neg
586,term trump coronavirus coverage press utterly fail tell truth stem,neg
587,corona virus shit get cry bro,neg
588,tired hearing read coronavirus think keep talk scare,neg
589,always look spiritual meaning behind thing corona virus shit telling mindset,neg
590,say look betcha shes pences coronavirus task force know would silly penny,neg
591,trump privately melt fears journalist contract coronavirus infect air force one,neg
592,annoy coronavirus question eczema sufferer antibacs hand soap recommend others,neg
593,lie much bad flu combo amp even,neg
594,world battle deadly disease call coronavirus whole world economy gradually especially monopoly economy,neg
595,coronavirus scar shit people,neg
596,force enough campus close think well seriously confront question thats,neg
597,corona virus seem bless disguise nigerian cos traveling abroad baba abeg stay,neg
598,dangerous thing coronavirus misinformation confusion ive see everything,neg
599,report warrior wont cancel game due coronavirus despite san francisco official pleas national basketball,neg
600,dramatic fall china pollution level partly relate coronavirus,neg
601,read last day coronavirus longer scar,neg
602,threat show sick pay day one right everybody government must take str,neg
603,dozen iran die drink bootleg alcohol prevent coronavirus infection report,neg
604,keep number actually test people,neg
605,whole corona virus panic show stupid people really wash damn hand stay,neg
606,american public large deal coronavirus still useless,neg
607,one might cancel due corona virus,neg
608,like way cuny take coronavirus use measure crazy john jay,neg
609,grandmom isnt afraid corona virus shouldve either hosahh,neg
610,show much base gon contract coronavirus downplay severity,neg
611,stock trade wall street halt minute due crash oil price coronavirus worry susp,neg
612,bitcoin drop due btc plustoken scam coronavirus analyst,neg
613,remember kid people tell corona virus serious stupid people take seriously,neg
614,tire see update corona virus,neg
615,corona virus epidemic stupidity amp authoritarianism covid know coronavirus emerge chin,neg
616,update coronavirus number case dead,neg
617,blow ireland everyday coronavirus everywhere last game till mayjune,neg
618,italy instates wuhanstyle lock milan venice coronavirus,neg
619,hallie hunt csuf cancel class due corona virus sign petition via,neg
620,fpv coronavirus national defense response politics via,neg
621,imagine corona virus kill everyone would,neg
622,coronavirus shit people cant event think diploma show mail instead ceremony,neg
623,bro get fuck coronavirus cumbia stick head,neg
624,covid coronavirus lead toilet paper shortage situation sympto,neg
625,news coronavirus make americans guess ill stay home shit,neg
626,tired people downplay coronavirus everyone want compare cold flu,neg
627,chinese coronavirus seriously asshole,neg
628,hysteria coronavirus hit pet owner australia even ask vet put pet,neg
629,god president act swiftlyon coronavirus hes keep inform amp democrat hate himf,neg
630,coronavirus black swan sequoia capital publication,neg
631,coronavirus live update dozen trap hotel use quarantine collapse china via cnbc,neg
632,school close across italy south korea scattered closure take,neg
633,mean statistically youre likely kill coronavirus,neg
634,send chinese son walk sidewalk yell corona virus come,neg
635,need shut school immediately case corona virus,neg
636,every sheffield unite premier league match could due tocoronavirus,neg
637,trump medium attack always shameful middle coronavirus crisis theyre dangerous mother,neg
638,larry containment kudlow chief economic advisor could possibly wrong,neg
639,find percent novel coronavirus case require artificial respiration perce,neg
640,facetime friend corona virus friend mean ask block,neg
641,tha people worry fucking corona virus gon get corona virus,neg
642,least young enough survive coronavirus,neg
643,flu dangerous coronavirus,neg
644,know college close due coronavirus wont get qualification,neg
645,people panic hell toilet paper gon keep get corona virus make sense,neg
646,new york warn televangelist stop sell fake coronavirus cure,neg
647,australia face toilet paper shortage shopper fear coronavirus outbreak deplete,neg
648,corona virus effect toilet paper aldi sydney australia via,neg
649,coronavirus least four dead china quarantine hotelcollapse,neg
650,cancel ticket due son health traveller loosi,neg
651,inside ticking time bomb illegal food market still sell,neg
